Player,Overall_Shooting_Rating,Total_Shots,Goals,Goal_Rate_%,Avg_Shot_Quality,Shot_Consistency,Best_Shot,Worst_Shot
mobido diakite,18.0,6,2,33.3,55.2,29.7,91.0,13.0
diego demme,18.0,6,0,0.0,60.0,20.7,88.0,43.0
didac vila,18.0,8,0,0.0,40.9,11.9,68.0,32.0
marc planus,17.9,4,2,50.0,82.0,25.4,97.0,44.0
gustavo campanharo,17.9,8,0,0.0,44.8,21.2,95.0,32.0
michael lumb,17.9,7,0,0.0,48.3,14.4,70.0,35.0
arnaud souquet,17.9,7,1,14.3,47.6,17.2,86.0,35.0
declan john,17.9,5,0,0.0,71.6,30.0,95.0,35.0
don cowie,17.9,7,0,0.0,49.9,17.7,88.0,37.0
martin mantovani,17.9,7,0,0.0,49.4,16.8,86.0,38.0
mehmet topal,17.9,7,0,0.0,49.4,16.8,85.0,38.0
claude goncalves,17.8,5,0,0.0,71.4,21.8,90.0,43.0
hector,17.8,7,0,0.0,43.1,4.5,48.0,34.0
jack collison,17.7,7,0,0.0,43.6,6.0,54.0,37.0
josh sims,17.7,5,0,0.0,70.8,26.3,97.0,40.0
danny da costa,17.6,6,0,0.0,58.8,28.6,95.0,32.0
sofian chahed,17.6,8,0,0.0,44.0,21.7,95.0,25.0
eric abidal,17.6,8,2,25.0,40.1,27.0,98.0,13.0
romain amalfitano,17.5,7,0,0.0,43.3,6.7,55.0,36.0
jeremie bela,17.5,7,0,0.0,49.3,18.5,88.0,35.0
valentin roberge,17.5,7,0,0.0,49.7,19.2,93.0,38.0
miroslav stevanovic,17.4,6,0,0.0,58.0,30.2,100.0,27.0
famoussa kone,17.4,6,0,0.0,57.8,23.0,97.0,40.0
alexandre raineau,17.4,7,0,0.0,49.3,19.4,92.0,35.0
michael rabusic,17.4,5,0,0.0,69.6,24.2,93.0,42.0
kossi prince segbefia,17.4,7,0,0.0,49.9,21.6,98.0,35.0
oliver burke,17.4,4,1,25.0,83.2,23.9,100.0,48.0
yacine abdessadki,17.4,7,0,0.0,49.9,21.9,96.0,32.0
ibson,17.4,6,0,0.0,58.0,23.9,96.0,35.0
dennis kruppke,17.3,7,0,0.0,45.3,11.7,67.0,31.0
cristian alfonso,17.3,7,0,0.0,41.6,4.4,45.0,35.0
varela,17.3,6,0,0.0,57.7,26.5,95.0,35.0
vincent muratori,17.3,5,0,0.0,69.2,29.5,93.0,35.0
federico dimarco,17.3,6,0,0.0,57.7,27.8,95.0,28.0
marcel correia,17.2,5,0,0.0,69.0,23.8,93.0,40.0
lorenzo reyes,17.2,5,1,20.0,65.8,21.9,88.0,43.0
stefan mitrovic,17.2,8,2,25.0,36.9,15.1,52.0,13.0
andre santos,17.2,7,0,0.0,41.1,4.3,45.0,35.0
marco donadel,17.1,6,1,16.7,54.5,26.3,90.0,33.0
eunan okane,17.1,6,0,0.0,57.0,25.1,90.0,34.0
cristian lobato,17.0,6,0,0.0,56.3,19.2,94.0,40.0
abdoulaye meite,17.0,6,1,16.7,54.3,20.7,96.0,43.0
elustondo,17.0,4,1,25.0,81.0,30.8,99.0,35.0
bartlomiej pawlowski,17.0,5,1,20.0,65.2,27.9,99.0,35.0
florian trinks,17.0,5,1,20.0,65.2,26.5,98.0,45.0
liam bridcutt,17.0,8,1,12.5,35.6,9.9,43.0,13.0
salvatore aronica,16.9,6,0,0.0,56.3,27.8,93.0,31.0
pantic,16.9,7,0,0.0,48.1,19.6,92.0,36.0
donis avdijaj,16.8,5,1,20.0,64.0,26.9,99.0,36.0
julien vercauteren,16.8,7,0,0.0,47.1,18.6,88.0,35.0
marc pfitzner,16.8,6,0,0.0,55.8,26.6,96.0,35.0
anderson conceicao,16.8,5,0,0.0,67.2,30.2,97.0,30.0
paul papp,16.8,5,1,20.0,64.0,28.0,97.0,36.0
christoph metzelder,16.8,5,1,20.0,64.4,30.3,98.0,41.0
davide calabria,16.7,7,0,0.0,40.1,5.0,45.0,33.0
raul albentosa ,16.6,5,1,20.0,63.6,31.3,97.0,28.0
leandro damiao,16.6,6,0,0.0,54.3,17.9,90.0,45.0
magnus wolff eikrem,16.6,6,0,0.0,53.5,16.1,85.0,43.0
doria,16.6,6,1,16.7,52.8,20.0,92.0,39.0
lamine gassama,16.6,5,1,20.0,63.2,26.8,95.0,38.0
gregory leca,16.6,6,1,16.7,52.8,21.2,96.0,43.0
ishmael yartey,16.5,6,0,0.0,55.0,27.4,90.0,35.0
luca waldschmidt,16.5,6,0,0.0,55.2,20.5,97.0,45.0
rincon,16.5,6,1,16.7,52.7,32.9,92.0,13.0
fernando uribe,16.4,3,1,33.3,95.7,3.1,99.0,93.0
antonio luna,16.4,6,1,16.7,52.2,20.7,93.0,35.0
fabio sciacca,16.4,6,0,0.0,54.7,24.9,88.0,35.0
david jarolim,16.4,7,0,0.0,39.7,5.4,45.0,33.0
cezary wilk,16.4,6,0,0.0,54.8,23.1,85.0,36.0
alexander hack,16.3,6,0,0.0,54.5,21.5,98.0,44.0
jemerson,16.3,6,1,16.7,51.8,23.1,97.0,32.0
cuco martina,16.3,5,1,20.0,62.2,26.9,95.0,42.0
stephen ward,16.2,5,1,20.0,62.0,21.8,97.0,42.0
andreas wolf,16.2,5,0,0.0,65.0,29.2,97.0,43.0
milan skriniar,16.2,6,0,0.0,54.0,20.6,95.0,41.0
nico elvedi,16.2,6,0,0.0,52.2,16.5,83.0,35.0
onur bulut,16.2,5,0,0.0,64.8,29.0,98.0,43.0
sergio pelegrin,16.1,6,0,0.0,45.7,3.7,52.0,41.0
nicki bille nielsen,16.1,5,1,20.0,59.0,15.3,85.0,45.0
kevin pezzoni,16.1,5,1,20.0,61.4,27.0,96.0,38.0
bartosz salamon,16.1,6,0,0.0,53.5,19.8,92.0,36.0
cedric faure,16.1,6,0,0.0,53.7,21.0,90.0,37.0
philipp ochs,16.1,6,0,0.0,52.7,18.3,88.0,35.0
pablo caceres,16.1,7,1,14.3,43.6,19.6,80.0,13.0
gonzalo,16.1,6,1,16.7,46.0,9.4,56.0,32.0
amir abrashi,16.0,5,1,20.0,60.8,29.7,98.0,37.0
oliver barth,16.0,3,1,33.3,92.0,0.0,92.0,92.0
aljaz struna,16.0,6,1,16.7,50.7,20.7,90.0,35.0
john jairo ruiz,16.0,6,0,0.0,52.2,17.9,88.0,40.0
jason denayer,16.0,5,0,0.0,64.2,25.2,95.0,43.0
matthieu delpierre,16.0,5,2,40.0,57.8,35.4,97.0,13.0
fran velez,16.0,6,1,16.7,50.7,19.8,91.0,41.0
luka djordjevic,16.0,3,0,0.0,97.7,2.5,100.0,95.0
ferreira pinto,16.0,4,0,0.0,79.8,26.4,98.0,41.0
harry winks,16.0,5,1,20.0,61.2,25.8,93.0,37.0
ben turner,15.9,6,0,0.0,50.7,15.0,81.0,41.0
edmond kapllani,15.9,4,0,0.0,79.5,30.0,100.0,35.0
fede vico,15.9,7,1,14.3,42.6,18.8,75.0,13.0
leo lacroix,15.9,6,0,0.0,44.2,2.3,47.0,41.0
marvin ogunjimi,15.9,5,0,0.0,63.6,26.0,94.0,44.0
iturraspe,15.9,6,0,0.0,53.0,27.3,90.0,32.0
alexis rolin,15.8,6,0,0.0,46.3,7.6,55.0,35.0
damien duff,15.8,6,0,0.0,52.8,20.6,93.0,38.0
stefan ilsanker,15.8,5,0,0.0,63.2,31.9,98.0,36.0
campana,15.8,5,0,0.0,63.2,27.6,100.0,38.0
mehdi courgnaud,15.8,6,0,0.0,52.0,18.6,88.0,35.0
marius alexe,15.8,5,0,0.0,63.4,27.3,98.0,42.0
jerome thomas,15.8,6,0,0.0,52.8,22.4,90.0,32.0
innocent,15.8,5,0,0.0,63.4,27.0,95.0,37.0
jonathan rossini,15.8,7,0,0.0,39.6,8.8,55.0,26.0
alex ferrari,15.8,6,0,0.0,52.8,24.6,100.0,33.0
juan munoz,15.8,6,0,0.0,51.2,17.3,85.0,38.0
jeanvictor makengo,15.7,7,0,0.0,37.7,5.5,45.0,28.0
juanma,15.7,6,0,0.0,51.3,18.3,88.0,40.0
ezequiel rescaldani,15.7,5,0,0.0,62.8,28.3,97.0,38.0
sadiq umar,15.7,3,2,66.7,88.0,7.0,93.0,80.0
dominik strohengel,15.6,5,0,0.0,62.4,23.6,90.0,41.0
silivan widmer,15.6,6,0,0.0,50.8,17.4,85.0,38.0
fabian,15.6,5,0,0.0,62.4,27.0,93.0,36.0
nicolas viola,15.6,5,0,0.0,62.6,30.0,100.0,35.0
flavio ferreira,15.6,4,0,0.0,77.8,22.4,99.0,47.0
michael heinloth,15.6,6,0,0.0,45.8,7.4,55.0,37.0
kamil wilczek,15.6,5,0,0.0,62.4,28.6,95.0,36.0
michael ortega,15.5,5,0,0.0,60.8,17.7,85.0,43.0
ruben bentancourt,15.5,3,0,0.0,94.7,3.1,98.0,92.0
matteo guendouzi,15.5,5,0,0.0,62.0,24.7,90.0,36.0
ritchie de laet,15.4,6,1,16.7,48.8,21.9,93.0,35.0
tommy elphick,15.4,4,1,25.0,73.0,24.3,96.0,52.0
luis pedro cavanda,15.4,5,1,20.0,58.8,32.2,94.0,33.0
caio,15.4,5,0,0.0,61.4,24.8,95.0,41.0
fouad chafik,15.3,5,0,0.0,61.2,28.1,93.0,33.0
jores okore,15.3,4,1,25.0,72.8,27.6,97.0,45.0
juan pablo pino,15.3,4,0,0.0,75.5,18.4,86.0,48.0
christian eichner,15.2,7,0,0.0,42.6,18.1,83.0,33.0
boadu acosty,15.2,4,0,0.0,76.0,20.8,90.0,45.0
louis saha,15.1,5,0,0.0,60.4,27.1,92.0,38.0
aaron leya iseka,15.1,6,0,0.0,43.7,6.9,54.0,35.0
dan nistor,15.0,5,0,0.0,59.8,24.8,88.0,35.0
joey obrien,15.0,6,1,16.7,47.5,24.7,90.0,13.0
daniel ayala,15.0,4,1,25.0,71.5,26.7,96.0,46.0
arnaud le lan,15.0,6,1,16.7,47.5,23.7,95.0,32.0
giorgos karagounis,15.0,5,0,0.0,59.8,27.7,90.0,35.0
douglas santos,15.0,5,0,0.0,59.8,24.8,88.0,35.0
danijel pranjic,15.0,6,0,0.0,49.2,18.3,86.0,36.0
moises hurtado,14.9,6,0,0.0,42.8,6.1,51.0,35.0
magaye gueye,14.9,5,0,0.0,58.8,18.7,88.0,45.0
jens langeneke,14.9,4,2,50.0,67.0,26.6,90.0,44.0
jacques faty,14.9,6,0,0.0,49.7,23.5,97.0,35.0
tommaso arrigoni,14.9,5,0,0.0,59.6,28.0,90.0,35.0
mike van der hoorn,14.8,4,1,25.0,70.2,28.6,96.0,44.0
yves bissouma,14.8,6,0,0.0,42.3,6.1,53.0,37.0
rafael marques,14.8,6,1,16.7,46.8,27.3,97.0,13.0
dominik reinhardt,14.7,6,0,0.0,42.5,7.1,52.0,32.0
adrian calello,14.7,6,0,0.0,41.8,5.5,48.0,35.0
dani nieto,14.6,5,0,0.0,58.6,25.0,88.0,34.0
francisco molinero,14.6,5,0,0.0,57.2,17.8,88.0,45.0
kenny lala,14.6,4,1,25.0,69.5,24.2,90.0,43.0
ivan strinic,14.6,5,0,0.0,58.2,29.3,90.0,33.0
ondrej celustka,14.6,5,0,0.0,58.2,30.8,95.0,31.0
jan kliment,14.6,3,1,33.3,86.7,8.3,96.0,80.0
gael angoula,14.5,6,0,0.0,48.3,22.5,85.0,32.0
marnon busch,14.5,4,1,25.0,68.8,30.4,95.0,40.0
sergi samper,14.5,3,0,0.0,87.7,2.5,90.0,85.0
jimmy kebe,14.4,5,0,0.0,57.6,21.9,95.0,37.0
omenuke mfulu,14.3,6,0,0.0,40.2,5.3,45.0,35.0
anthony jung,14.3,4,1,25.0,67.8,34.2,97.0,32.0
elliot grandin,14.3,6,0,0.0,39.3,3.6,43.0,35.0
unai garcia,14.3,5,1,20.0,51.8,15.4,77.0,38.0
joao vitor,14.3,6,1,16.7,43.2,16.2,62.0,13.0
goran causic,14.2,6,0,0.0,40.7,6.6,48.0,32.0
marcos tebar,14.2,5,0,0.0,56.6,25.6,100.0,35.0
zoumana camara,14.2,5,1,20.0,53.6,24.9,98.0,41.0
dean hammond,14.2,6,0,0.0,41.0,7.4,53.0,32.0
christian kouakou,14.2,4,1,25.0,67.2,30.3,95.0,40.0
dimitri kevin cavare,14.1,6,0,0.0,39.3,5.0,45.0,32.0
alexandros tziolis,14.1,5,0,0.0,56.4,29.4,92.0,34.0
alex pinardi,14.0,6,0,0.0,38.7,4.3,43.0,32.0
adam clayton,14.0,6,0,0.0,38.8,4.3,45.0,35.0
abdoul razzagui camara,14.0,4,1,25.0,66.2,29.1,97.0,38.0
yun sukyoung,14.0,6,0,0.0,46.8,22.1,90.0,32.0
sheyi ojo,14.0,5,0,0.0,56.0,19.8,90.0,40.0
sotirios kyrgiakos,14.0,5,0,0.0,55.8,23.1,97.0,44.0
alfredo ortuno,14.0,4,0,0.0,69.8,25.2,97.0,45.0
oscar serrano,14.0,5,0,0.0,56.2,20.2,90.0,38.0
pedro geromel,14.0,5,0,0.0,55.8,23.0,96.0,40.0
david ivan,13.9,5,1,20.0,52.6,24.1,95.0,35.0
liassine cadamuro,13.9,6,0,0.0,46.3,24.0,95.0,33.0
henri bienvenu,13.9,5,0,0.0,51.6,12.2,70.0,40.0
norbert balogh,13.9,4,0,0.0,69.5,29.5,95.0,43.0
anastasios donis,13.9,4,0,0.0,69.5,27.5,95.0,38.0
steven cherundolo,13.9,6,0,0.0,46.3,25.4,94.0,25.0
loe,13.9,6,0,0.0,40.7,8.9,52.0,32.0
guido burgstaller,13.8,4,1,25.0,65.0,31.1,98.0,32.0
deniz kadah,13.8,5,0,0.0,55.2,21.8,93.0,42.0
martin kobylanski,13.8,6,0,0.0,45.8,21.2,88.0,32.0
marc fernandez,13.8,4,0,0.0,69.2,23.4,90.0,48.0
joseph romeric lopy,13.8,6,0,0.0,39.2,6.1,48.0,32.0
chris wood,13.8,5,1,20.0,52.0,23.2,93.0,38.0
ballesteros,13.7,6,0,0.0,43.7,16.2,74.0,30.0
hordur magnusson,13.6,6,0,0.0,45.2,22.4,90.0,32.0
johan gastien,13.6,4,0,0.0,67.8,27.1,95.0,36.0
larrys mabiala,13.6,4,0,0.0,68.2,29.3,97.0,41.0
manuel coppola,13.6,6,0,0.0,45.3,22.0,90.0,33.0
chris philipps,13.5,4,0,0.0,67.5,26.0,90.0,45.0
albert rafetraniaina,13.5,6,0,0.0,37.0,4.1,45.0,34.0
felix platte,13.5,5,0,0.0,54.0,24.2,97.0,38.0
salim arrache,13.5,3,2,66.7,80.0,26.5,100.0,50.0
david mateos,13.5,5,0,0.0,54.0,22.3,92.0,35.0
josh onomah,13.5,4,0,0.0,67.5,26.3,90.0,40.0
matt targett,13.4,5,0,0.0,53.6,21.6,90.0,35.0
mehdi tahrat,13.4,4,0,0.0,67.2,31.4,98.0,35.0
liam moore,13.4,4,0,0.0,67.2,28.9,97.0,41.0
kalilou traore,13.3,5,0,0.0,44.4,2.6,48.0,41.0
cristian chivu,13.3,5,1,20.0,48.2,16.4,77.0,38.0
daniele capelli,13.3,6,1,16.7,38.0,12.3,44.0,13.0
norbert gyomber,13.3,4,1,25.0,62.8,26.5,96.0,39.0
steve von bergen,13.2,4,2,50.0,58.5,38.2,92.0,13.0
ozkan yildirim,13.2,5,0,0.0,52.6,24.0,95.0,36.0
drissa diakite,13.2,5,0,0.0,52.8,23.2,92.0,35.0
grenddy perozo,13.2,3,2,66.7,78.3,29.8,97.0,44.0
tom lawrence,13.1,5,0,0.0,44.6,4.3,50.0,38.0
harrison reed,13.1,4,0,0.0,65.5,27.6,90.0,36.0
matteo ciofani,13.1,4,0,0.0,65.5,27.3,90.0,38.0
lucas orban,13.1,4,1,25.0,61.8,24.2,90.0,33.0
caglar soyuncu,13.1,5,0,0.0,52.4,21.8,91.0,37.0
heiko butscher,13.1,4,0,0.0,65.5,28.2,96.0,41.0
ronaldo,13.0,6,0,0.0,43.2,19.6,83.0,33.0
gonzalo castellani,13.0,5,0,0.0,52.2,22.3,90.0,36.0
pierreyves polomat,13.0,6,0,0.0,43.3,22.4,88.0,28.0
thilo kehrer,13.0,5,0,0.0,45.0,5.9,51.0,38.0
stephen kingsley,13.0,6,1,16.7,40.7,25.2,88.0,13.0
bobley anderson,13.0,5,0,0.0,52.0,22.2,90.0,35.0
ernesto galan,13.0,4,0,0.0,65.2,30.0,92.0,35.0
guilherme siqueira,13.0,5,0,0.0,49.6,14.8,75.0,38.0
fabio pisacane,13.0,4,0,0.0,64.8,28.7,96.0,38.0
alex martinez,12.9,5,0,0.0,51.6,20.4,86.0,32.0
chris baird,12.9,4,0,0.0,64.5,32.9,100.0,35.0
jordi,12.9,5,0,0.0,51.6,26.8,99.0,35.0
abdoulaye ba,12.8,6,1,16.7,37.3,14.2,53.0,13.0
moustapha bayal,12.8,4,0,0.0,64.2,23.8,90.0,44.0
nili,12.8,4,0,0.0,63.8,28.6,95.0,39.0
adam nagy,12.8,4,0,0.0,64.2,31.3,94.0,32.0
borja valle,12.8,5,0,0.0,51.2,21.9,90.0,38.0
yohann riviere,12.8,4,1,25.0,60.2,24.7,97.0,44.0
eduard campabadal,12.8,4,0,0.0,64.2,30.6,95.0,36.0
hal robsonkanu,12.8,4,1,25.0,60.5,20.1,90.0,45.0
erik thommy,12.8,4,0,0.0,64.2,27.7,88.0,36.0
esmael goncalves,12.7,4,1,25.0,59.5,19.4,88.0,45.0
laurent bonnart,12.7,5,0,0.0,50.8,21.1,88.0,35.0
betao,12.7,4,1,25.0,51.8,4.3,56.0,46.0
ariel nunez,12.7,5,0,0.0,42.4,3.2,45.0,37.0
chong tese,12.7,4,0,0.0,63.5,30.9,95.0,36.0
benjamin henrichs,12.6,5,0,0.0,50.4,21.3,88.0,35.0
marco terrazzino,12.6,3,2,66.7,73.7,24.9,90.0,45.0
miguel pallardo,12.6,5,0,0.0,50.4,24.6,94.0,36.0
christopher nkunku,12.6,5,0,0.0,50.4,23.5,92.0,35.0
emanuel mammana,12.6,5,0,0.0,50.2,23.9,92.0,31.0
eddy,12.5,4,0,0.0,62.2,34.4,94.0,32.0
julien cetout,12.5,5,0,0.0,41.6,3.2,44.0,36.0
francesco marianini,12.5,3,1,33.3,78.3,28.9,95.0,45.0
ignacio lores,12.4,4,0,0.0,61.8,19.2,85.0,45.0
rasmus jonsson,12.4,4,0,0.0,61.8,32.2,93.0,27.0
fernando marques,12.4,3,1,33.3,78.0,28.4,100.0,46.0
kai havertz,12.4,5,0,0.0,49.8,21.8,88.0,33.0
fabrice pancrate,12.4,4,0,0.0,61.8,22.2,94.0,43.0
dany nounkeu,12.3,4,1,25.0,57.8,26.1,96.0,39.0
juanan,12.3,5,1,20.0,46.2,27.3,89.0,13.0
pol lirola,12.3,5,0,0.0,46.2,14.1,70.0,35.0
jonathan vila,12.3,5,0,0.0,49.2,19.8,84.0,36.0
aleksandar dragovic,12.2,4,0,0.0,61.2,20.7,92.0,47.0
mauro cetto,12.2,4,0,0.0,60.8,21.1,92.0,46.0
abdoulaye toure,12.2,5,0,0.0,41.2,4.5,45.0,35.0
alexis alegue elandi,12.2,3,1,33.3,76.7,36.2,100.0,35.0
hernan pellerano,12.2,3,0,0.0,81.0,26.1,98.0,51.0
kevin,12.2,4,1,25.0,57.0,25.6,93.0,33.0
bienvenu,12.2,4,0,0.0,61.0,19.8,90.0,45.0
gauthier hein,12.1,5,0,0.0,41.6,6.5,50.0,33.0
damiano zanon,12.1,5,1,20.0,45.4,28.1,90.0,13.0
valerio di cesare,12.1,4,0,0.0,60.5,22.2,93.0,43.0
benno schmitz,12.1,5,0,0.0,42.2,7.4,50.0,34.0
erik moran,12.1,5,0,0.0,41.0,5.5,45.0,34.0
andre wisdom,12.1,5,0,0.0,42.0,7.2,52.0,35.0
josh murphy,12.0,5,0,0.0,47.8,21.2,85.0,35.0
grant leadbitter,12.0,4,1,25.0,56.5,28.5,99.0,38.0
guly,12.0,3,0,0.0,80.0,23.4,95.0,53.0
mateo garcia,12.0,4,1,25.0,56.5,27.7,98.0,40.0
kevin mckenna,12.0,4,1,25.0,56.0,24.5,92.0,40.0
elderson,11.9,4,1,25.0,54.8,17.7,81.0,43.0
pablo cendros,11.9,5,0,0.0,41.6,7.9,53.0,33.0
melvyn lorenzen,11.9,3,1,33.3,74.3,27.6,95.0,43.0
diallo guidileye,11.9,5,0,0.0,40.0,4.7,45.0,35.0
shani tarashaj,11.9,4,1,25.0,55.8,26.8,95.0,35.0
dan burn,11.8,4,0,0.0,55.8,14.0,76.0,44.0
mattia valoti,11.8,3,1,33.3,73.7,35.2,95.0,33.0
serge nguessan,11.8,5,0,0.0,47.4,23.0,88.0,33.0
ouasim bouy,11.7,5,0,0.0,39.6,5.9,45.0,31.0
evaldo,11.7,5,0,0.0,41.2,8.6,51.0,33.0
nicolas pareja,11.7,4,0,0.0,58.5,23.8,88.0,35.0
mohamed fares,11.7,5,0,0.0,38.8,3.6,43.0,35.0
mickael firmin,11.6,4,0,0.0,58.0,20.0,88.0,48.0
modou diagne,11.6,3,0,0.0,77.3,29.8,97.0,43.0
abdoulwahid sissoko,11.6,5,0,0.0,39.6,6.1,45.0,33.0
hedwiges maduro,11.6,4,0,0.0,57.8,25.5,96.0,45.0
jose pozo,11.6,3,0,0.0,77.3,20.1,94.0,55.0
bryan ruiz,11.6,4,0,0.0,58.2,27.8,100.0,43.0
raul bravo,11.6,3,0,0.0,77.7,22.7,95.0,52.0
adrian mariappa,11.6,4,1,25.0,54.5,24.6,90.0,34.0
anele ngcongca,11.6,4,0,0.0,57.8,23.2,92.0,43.0
marcos llorente,11.6,5,0,0.0,46.6,20.9,83.0,33.0
kevin stewart,11.6,5,0,0.0,39.6,6.1,45.0,33.0
davide mandelli,11.6,4,0,0.0,58.2,23.0,92.0,43.0
bastos,11.5,3,0,0.0,77.0,28.6,95.0,44.0
antoine rabillard,11.5,3,1,33.3,72.0,34.6,92.0,32.0
richard soumah,11.5,5,0,0.0,38.2,4.6,45.0,32.0
emerse fae,11.5,4,0,0.0,57.2,25.2,95.0,44.0
stefano sabelli,11.5,4,1,25.0,53.5,30.0,98.0,35.0
tomas hubocan,11.5,4,0,0.0,53.5,12.4,71.0,43.0
raillo,11.5,4,0,0.0,57.2,26.6,97.0,41.0
miguel layun,11.5,4,1,25.0,53.8,29.6,98.0,36.0
isidoro,11.5,4,0,0.0,57.2,23.8,92.0,38.0
david rodriguez,11.4,4,0,0.0,56.8,25.7,95.0,41.0
chris david,11.4,3,1,33.3,71.0,28.7,90.0,38.0
javier baraja,11.4,3,1,33.3,71.3,28.0,88.0,39.0
francois marque,11.4,4,1,25.0,53.2,23.3,88.0,39.0
juan carlos paredes,11.4,5,0,0.0,45.4,22.1,85.0,35.0
shaun maloney,11.4,3,1,33.3,70.7,28.0,99.0,43.0
ahmed benali,11.4,3,0,0.0,75.7,35.4,100.0,35.0
frantisek rajtoral,11.3,5,0,0.0,39.4,8.3,50.0,30.0
ademola lookman,11.3,3,1,33.3,70.3,22.0,85.0,45.0
idir ouali,11.2,4,0,0.0,55.8,27.6,95.0,35.0
thomas pledl,11.2,4,0,0.0,56.2,22.4,88.0,37.0
aly ndom,11.2,4,0,0.0,55.8,26.2,93.0,35.0
danny blum,11.2,4,0,0.0,56.0,27.3,94.0,30.0
aketxe,11.2,4,0,0.0,56.2,25.9,95.0,42.0
joel gerezgiher,11.2,4,0,0.0,56.0,26.0,95.0,43.0
andrea rossi,11.1,3,0,0.0,74.3,27.6,95.0,43.0
filipe augusto,11.1,3,0,0.0,74.0,22.5,88.0,48.0
alessandro piu,11.1,3,0,0.0,74.0,23.5,90.0,47.0
ibrahim sissoko,11.1,3,0,0.0,74.0,31.2,92.0,38.0
bustinza,11.1,4,0,0.0,48.0,5.0,55.0,44.0
matteo centurioni,11.1,5,1,20.0,39.6,16.2,54.0,13.0
reece burke,11.1,4,0,0.0,48.0,5.2,53.0,43.0
kyle bartley,11.1,4,0,0.0,55.5,25.4,92.0,34.0
vadis odjidjaofoe,11.1,4,0,0.0,55.5,24.3,90.0,35.0
timo perthel,11.0,5,0,0.0,44.2,23.4,86.0,32.0
zie diabate,11.0,4,0,0.0,54.8,22.2,88.0,43.0
andreas cornelius,11.0,4,0,0.0,55.0,22.0,88.0,43.0
juan emmanuel culio,11.0,5,0,0.0,36.2,4.1,43.0,32.0
enric saborit,11.0,3,0,0.0,73.0,28.4,95.0,41.0
waldemar anton,11.0,4,1,25.0,51.2,25.7,89.0,35.0
catala,11.0,3,0,0.0,73.7,24.9,90.0,45.0
stelios malezas,11.0,3,0,0.0,73.3,25.3,96.0,46.0
andrey voronin,11.0,4,0,0.0,55.2,24.9,90.0,33.0
sergio marcos,11.0,3,0,0.0,73.7,26.6,90.0,43.0
oumar niasse,11.0,3,0,0.0,73.7,24.1,90.0,46.0
fanol perdedaj,10.9,3,0,0.0,72.7,30.8,97.0,38.0
johan mojica,10.9,4,0,0.0,54.5,22.7,88.0,38.0
ronny philp,10.9,4,0,0.0,54.2,28.1,95.0,32.0
chaher zarour,10.9,5,0,0.0,37.6,7.8,45.0,26.0
ben chilwell,10.9,4,0,0.0,54.5,27.3,95.0,35.0
uche,10.9,5,0,0.0,36.4,5.4,45.0,32.0
ganso,10.9,3,0,0.0,72.7,24.0,88.0,45.0
leyti ndiaye,10.9,4,0,0.0,54.2,25.3,92.0,38.0
mihai roman,10.8,3,0,0.0,71.0,18.2,83.0,50.0
marius stankevicius,10.8,4,0,0.0,54.0,26.3,93.0,38.0
andrew taylor,10.8,4,0,0.0,54.0,25.4,92.0,38.0
gurpegi,10.8,4,0,0.0,44.5,1.0,46.0,44.0
quentin cornette,10.8,4,0,0.0,54.0,23.3,86.0,32.0
florent ghisolfi,10.8,3,0,0.0,71.7,31.8,90.0,35.0
petrus boumal,10.8,4,0,0.0,44.5,1.0,45.0,43.0
pape malickou diakhate,10.8,4,0,0.0,53.8,25.6,92.0,39.0
josip brekalo,10.8,4,0,0.0,53.8,27.1,93.0,33.0
ladislas petre meyair dounima,10.8,3,0,0.0,72.0,20.8,85.0,48.0
mikael antonsson,10.7,4,0,0.0,53.5,25.8,92.0,38.0
helder ferreira,10.7,4,0,0.0,53.5,25.6,90.0,31.0
massimo volta,10.7,5,1,20.0,36.8,14.2,50.0,13.0
jesus vallejo,10.7,4,1,25.0,48.2,17.3,73.0,33.0
julien cardy,10.6,4,0,0.0,53.0,21.6,83.0,33.0
xisco,10.6,3,1,33.3,66.0,27.8,98.0,48.0
patrick owomoyela,10.6,3,1,33.3,66.0,29.1,99.0,44.0
alejandro gonzaa¡lez,10.6,4,0,0.0,53.2,28.4,95.0,35.0
nabil bahoui,10.6,3,0,0.0,70.7,33.9,95.0,32.0
alessandro nesta,10.5,3,1,33.3,64.7,27.6,96.0,44.0
alexandru mitrita,10.5,4,0,0.0,52.2,20.7,83.0,38.0
mohammed abu,10.5,3,0,0.0,69.7,27.5,88.0,38.0
leon jessen,10.5,4,1,25.0,48.5,27.6,88.0,25.0
kassim abdallah,10.5,5,1,20.0,36.6,15.4,54.0,13.0
antonio da silva,10.5,4,0,0.0,43.0,1.4,45.0,42.0
matt upson,10.5,3,1,33.3,64.7,44.9,94.0,13.0
orti,10.4,4,0,0.0,52.0,21.8,83.0,33.0
mario gavranovic,10.4,4,0,0.0,52.0,27.4,93.0,36.0
adama coulibaly,10.4,4,0,0.0,44.5,5.2,52.0,41.0
hrvoje milic,10.4,4,0,0.0,52.0,28.4,94.0,32.0
djiby fall,10.4,4,0,0.0,51.8,23.2,85.0,31.0
will keane,10.4,4,0,0.0,45.2,6.1,53.0,38.0
massimiliano carlini,10.4,4,0,0.0,42.8,1.7,45.0,41.0
martin petrov,10.3,4,0,0.0,51.5,23.6,86.0,33.0
